"Number ;Variety;source;Context ;Focus;Position;Relative_Position;be&also;R_S_P;"
"339;HKE;drugfuture.com;stationary tubes enclosed with a water jacket and equipped with a magnetic stirrer) may also have utility for microspheres and implants, peak vessels for eliminating coning, and modified;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"340;HKE;beltwaybonus.com;program that you downloaded. Rich Reels Casino is hosted by RTG. You can also now choose to play no download (flash or RTG casino flash) version.;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"341;HKE;cuhk.edu.hk;useful data that are not found in the literature. My comparative study of Mandarin also drew interest from researchers working on other languages. I am really fortunate to have;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"342;HKE;cie.hkbu.edu.hk;and object of the narrative. In the course of the semester, students will also have a chance to create their own personal narratives and be guided to recognize the;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"344;HKE;samishome.com;when friends live in those destinations- your perspective shifts from tourist to local. We also stayed at this really cool duplex via Airbnb in the heart of Gangnam station.;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"345;HKE;biglychee.com;"""""" plummets """" to 14C, thus marking the start of winter. I'm also predicting that on the following Monday all the office tottie will start wearing mini-skirts and"";Auxillary ;Post-adjacent;Adjacent;;After_P;"
"346;HKE;prestigehongkong.com;for viewing from the bed, DVD player and an iPod dock. There's also a huge 20-square-metre bathroom with an overgenerous 34-squarefoot hand-finished terrazzo bathtub, and the really;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"347;HKE;stuartpalm.com;""message, and creating a experience or show that delivers that message. I am also very busy with a new lecture I am calling """" Human Hacking """" which focuses"";OC;Pre-adjacent;Adjacent;be_also;After_P;"
"348;HKE;houghton.idv.hk;the grain being brought to market. This thought pacified the workers but it was also resolved that ex-Minister Garat and the former Administrator of Provisions (both of whom were;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"349;HKE;db-living.com;that the city will have to pay for charging stations. Many technical issues will also need to be dealt with, for example, golf cart parks are exposed to;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"35;HKE;wangyujian.com;and beliefs. # The fall of the industrial worker in the developed world will also have a major impact beyond it. Industry has been transformed and is hungry for;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"350;HKE;diysi.com;required to use the acquired knowledge to find solutions to various problems. Students will also work together to bring about development, formulate working policies, and resolve conflicts within;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"352;HKE;cathaypacific.com;drinks and beer before your flight. # The air in the middle ear cavity also expands and contracts with changes in atmospheric pressure. If the pressure is not able;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"353;HKE;hk.warrants.com;us to correct any personal data relating to you which may be inaccurate. You also have the right to ascertain our policies and practices in relation to personal data and;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"354;HKE;yodo1.com;of features to change or emphasize when they launched there. Many of these tweaks also apply to many other Western developers who want to get their games into the Chinese;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"355;HKE;lifung.com;China, there is now an opportunity to sell in the local market. That also has important implications for Chinese consumers in terms of the development of a domestic consumption;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"356;HKE;h3c.com;virtual device, when a new member joins the IRF virtual device, the master also performs batch synchronization. The new member restarts and joins the IRF virtual device as;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"357;HKE;e-tingfood.com;at UDT. I was getting green and uncomfortable from a younger man (who also forgot to set my table with a napkin), and neighbourhood auntie from another;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"36;HKE;mavista.com;be able to establish a positive branding with the professional online present. You will also be able to use your own preferred domain name which is the key to online;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"360;HKE;oemol.com;When Juventus took on Lazio in a soccer match last weekend, Italian television viewers also witnessed another high-stakes clash: a battle to win over those increasingly scarce car buyers;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"361;HKE;ddew.org;gears. # While many people concentrate on the first two aspects but it is also very important that you use the proper equipment. The right gears can help you;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"362;HKE;ocard.info;. This type of sushi is a kind of most vegetables, protein content is also very abundant. However, now some sushi roll also started using mayonnaise do ingredients;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"363;HKE;artlau.com;the world becomes a super one. Purity in sound for a singer perhaps is also audience want. Musical instruments that can produce nearly pure sound also obtain high price;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"365;HKE;hku.hk;return to academia. His research in the field is on-going, and he has also maintaining a continued interest in emerging markets, currency markets, global risk management and;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"367;HKE;doj.gov.hk;office arranges talks, visits and media publicity from time to time. The Ombudsman also maintains regular contact with his counterparts in the region and internationally. # Privacy Commission;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"368;HKE;....sophiapublisher.com;, the southern coastal waters turn oligotrophic. The chlorophyll-a concentration in the region is also influenced by the large-scale climatic events such as El Nino/La Nina during 1998-1999. #;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"371;HKE;cuhk.edu.hk;share the same life. It is just the process of metamorphosis.' He also introduced two of his most recent works, Living World Series -- Imprisonment and Cube;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"372;HKE;lccmw.com;States, and to speak the contents of the still numerous mysteries. Student users also initiate the search, once again confirmed the study lies. P> # Liu Hongfei;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"373;HKE;huaxlee.com;Canada currently accredited by the world agency, located in Montreal. # Organizers will also recruit 500 volunteers to act as doping control officers;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"375;HKE;lookmach.com;""rigid than the metal ball ceramic ball. To improve the accuracy of the ball also increased t... # According to """" Guangming Daily """" January 4, 2007 reported"";O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"377;HKE;chinausfocus.com;had conducted the night raid operation in several areas in the village. The source also told dpa that some of the Afghan women who were killed were sexually assaulted,;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"378;HKE;do-chem.com;be freely mixed, otherwise, not only to reach the mixed effect, can also cause increased crop injury and poisoning. Pesticide mix to follow the following principles:;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"379;HKE;ust.hk;giving students a direct exposure to different academic, cultural and professional environments. It also offers business and legal courses with regional emphases to help students acquire an in-depth understanding;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"381;HKE;...atadesignfactory.com;LSW markings from other hashes that run on other days/nights of the week and who also try to use their own distinctive markings. Flour is used in conjunction with chalk;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"382;HKE;loft-asia.com;location is impeccable. Pulau Joyo, which is close to Bintan Island, is also becoming a popular spot and its locality being so close to Singapore has major appeal;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"383;HKE;hongkonghustle.com;'s free, and runs from I believe around 6am til midnight. It was also featured in Wong Kar Wai's film, Chung King Express! (The same;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"384;HKE;hongkongextras.com;to Thursdays and 10pm Fridays to Sundays and public holidays. The golf club has also introduced solar-powered golf carts. # There are numerous other small islands within the harbour;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"385;HKE;maxdesign.com.hk;Linebacker Kendell Beckwith involving Eastern side Feliciana is still LSU's prime goal and is also deemed by simply a lot of to get the superior potential customer inside point out;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"386;HKE;sites.cdnis.edu.hk;area is also occasionally used for an observatory since it is high and it is also a good place to paint during my free time. Those are the major reasons;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"387;HKE;pland.gov.hk;and Landscape Treatment for Man-made Slopes and Retaining Walls should be referred. Reference can also be made to Appendix 2 for additional documents on the aspect of greening of slopes;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"388;HKE;famen001.com;to cancer too. # The warts are generally found of round shapes but are also visible of flat faced as well as different shapes too. Warts on visible place;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"389;HKE;sassyhongkong.com;) to bigger, more realistic trees (up to around $500). They also do some really fun Disney piatas (perfect for Christmas parties -- come on,;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"392;HKE;guangzhoufish.com;""our trade badly organized in protecting its activity at European and National level; it also shows a total lack of synergy between the main economic agents concerned with recreational fishing"";O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"393;HKE;precision-group.biz;suppliers to develop their capabilities. # The focus of companies looking to outsource has also changed as economic outlook still looks gloomy. The World Bank expects the world economy;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"396;HKE;maxdesign.com.hk;. # His double the eye is gradually red and red, the lips are also black, take timberland 3 eye hysterical madness in the look in the eyes.;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"397;HKE;ncstrl.org;"""""" in their titles and """" robotics """" in their abstracts. # You may also use logical connectors """" and """" and """" or """" within fields. For example"";Auxillary ;Post-adjacent;Adjacent;;After_P;"
"398;HKE;senszio.com;ties tone down in color and his suit pants also tighten up. It is also noted that his favored tie clip vanishes and is replaced by a tie pin emulating;OC;Pre-adjacent;Adjacent;be_also;After_P;"
"399;HKE;buddhistdoor.com;"", one has no worries. """" Worries come from seeking things. You should also be unselfish. All the troubles in the world come from selfishness and desire."";Auxillary ;Post-adjacent;Adjacent;;After_P;"
